,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
108,2.0,,4.0,2.0,,,,2.0,1.0,,4.0,3.0,,5.0,3.0,,,1.0,,2.0,,,,2.0,3.0,3.0,,3.0,,,3.0,5.0,2.0,2.0,,2.0,,,,,4.0,,3.0,4.0,5.0,,2.0,2.0,2.0,5.0,,1.0,,5.0,,3.0,3.0,3.0,1.0,5.0,5.0,,,3.0,,5.0,,1.0,4.0,1.0,2.0,4.0,,3.0,3.0,,,,5.0,,,,5.0,,3.0,2.0,,3.0,1.0,5.0,2.0,,,2.0,,3.0,3.0,,,
109,3.0,,5.0,4.0,,4.0,,,1.0,,4.0,1.0,,5.0,,,,1.0,2.0,2.0,,4.0,,1.0,1.0,5.0,,,4.0,,,,,,4.0,,,,3.0,,1.0,,,2.0,,5.0,,,5.0,1.0,,2.0,,,5.0,1.0,2.0,,,,,,,,,,3.0,,1.0,4.0,,,,2.0,3.0,,,,,,2.0,5.0,,1.0,,,,,3.0,,1.0,,,,4.0,,,,2.0,2.0
110,,,,,5.0,,4.0,,2.0,3.0,,2.0,,,,,,,1.0,3.0,,,3.0,,4.0,5.0,,,,2.0,1.0,2.0,,,,,,,,4.0,5.0,,,3.0,5.0,2.0,4.0,,,,3.0,3.0,1.0,1.0,3.0,,,3.0,3.0,5.0,2.0,,,,1.0,5.0,3.0,,,,1.0,,,,5.0,3.0,,,,,3.0,,5.0,2.0,2.0,5.0,3.0,,5.0,,5.0,,,1.0,5.0,4.0,1.0,4.0,5.0,5.0
111,,,,,,,3.0,,,,3.0,5.0,,2.0,3.0,5.0,2.0,,5.0,1.0,,1.0,,,5.0,3.0,,,1.0,,,,5.0,3.0,,,3.0,2.0,5.0,3.0,4.0,2.0,1.0,1.0,2.0,,5.0,,,1.0,,,,,,2.0,,,,2.0,2.0,,5.0,,,2.0,,,2.0,2.0,,5.0,1.0,3.0,2.0,1.0,5.0,,,4.0,2.0,,5.0,,,2.0,3.0,1.0,3.0,,,4.0,1.0,2.0,5.0,1.0,3.0,,,
112,1.0,4.0,1.0,,,,1.0,5.0,,,5.0,,5.0,5.0,,1.0,,,,3.0,,,,2.0,,,,,,4.0,1.0,,3.0,,,5.0,,2.0,3.0,,,,,5.0,3.0,,3.0,,,4.0,,,,,1.0,3.0,3.0,,,1.0,1.0,3.0,2.0,,3.0,4.0,3.0,,2.0,,1.0,,3.0,,,1.0,,,3.0,,,,,3.0,,,,,5.0,,,5.0,,4.0,,,1.0,,,
113,4.0,4.0,2.0,1.0,1.0,5.0,,,2.0,4.0,1.0,1.0,4.0,,4.0,3.0,3.0,1.0,4.0,,4.0,5.0,1.0,,2.0,2.0,,,1.0,,,,3.0,3.0,,,5.0,,,3.0,,,4.0,5.0,3.0,5.0,1.0,4.0,,,,3.0,,2.0,2.0,,5.0,,4.0,5.0,5.0,4.0,,,1.0,,,5.0,,,1.0,,4.0,3.0,1.0,4.0,,,,,,4.0,,4.0,2.0,,2.0,4.0,,1.0,,3.0,2.0,,2.0,1.0,5.0,,4.0,
114,,,2.0,,,4.0,3.0,1.0,2.0,4.0,,2.0,,5.0,1.0,5.0,,3.0,2.0,,,,,4.0,1.0,,4.0,1.0,1.0,1.0,,,,4.0,5.0,4.0,3.0,,,1.0,4.0,2.0,,,1.0,3.0,3.0,,,4.0,2.0,,,3.0,,,4.0,,4.0,,,,4.0,,4.0,5.0,,,,5.0,1.0,,1.0,,5.0,,,,,5.0,,,,,4.0,4.0,3.0,,,2.0,5.0,1.0,5.0,,,,,2.0,5.0,
115,5.0,,3.0,,3.0,,,,5.0,1.0,,,,,2.0,,2.0,3.0,,,1.0,,,,,2.0,2.0,,3.0,5.0,,3.0,,5.0,,3.0,2.0,5.0,,,5.0,4.0,,,,2.0,,2.0,,1.0,,,,,,,,4.0,5.0,,3.0,2.0,,,1.0,1.0,5.0,,5.0,,,,,,,4.0,5.0,2.0,4.0,,,,3.0,2.0,,,,,2.0,4.0,,,,2.0,4.0,4.0,1.0,2.0,,
116,2.0,,,4.0,,2.0,,,4.0,5.0,5.0,,5.0,,,,3.0,1.0,2.0,1.0,,4.0,3.0,4.0,2.0,,,5.0,2.0,1.0,5.0,,,,,1.0,,2.0,,,5.0,5.0,3.0,5.0,4.0,5.0,,,,,,,,3.0,1.0,1.0,,,5.0,3.0,,,,,,3.0,5.0,,,,2.0,,3.0,3.0,,,5.0,1.0,,,,2.0,,,1.0,,1.0,2.0,,4.0,2.0,,4.0,,1.0,1.0,,4.0,1.0,
117,,,4.0,,,1.0,,,3.0,5.0,,2.0,3.0,,5.0,1.0,3.0,,4.0,3.0,,2.0,,3.0,3.0,2.0,1.0,,,1.0,,,5.0,,,4.0,2.0,,,,3.0,5.0,,3.0,,,,,,4.0,,1.0,2.0,2.0,,,1.0,5.0,,,4.0,2.0,5.0,4.0,4.0,2.0,3.0,,4.0,4.0,1.0,,,,5.0,1.0,,,5.0,3.0,2.0,1.0,,4.0,3.0,,,,,,,3.0,,,,1.0,5.0,,,1.0
118,,1.0,3.0,,3.0,,,5.0,,,2.0,,2.0,4.0,,3.0,5.0,2.0,,,5.0,3.0,1.0,3.0,2.0,,,3.0,1.0,5.0,,4.0,1.0,2.0,5.0,2.0,4.0,,2.0,1.0,1.0,,5.0,1.0,5.0,2.0,,,,,,5.0,3.0,,4.0,,,1.0,,4.0,,,1.0,,2.0,2.0,2.0,2.0,3.0,5.0,,5.0,2.0,,4.0,4.0,1.0,4.0,,,,,,3.0,3.0,,2.0,,1.0,,,3.0,,3.0,,4.0,,1.0,,
119,,3.0,,4.0,2.0,,,5.0,,,4.0,4.0,,4.0,3.0,,5.0,2.0,,4.0,,,5.0,4.0,,,,,,3.0,,,5.0,,4.0,2.0,,,,4.0,5.0,,3.0,,5.0,4.0,,3.0,3.0,,,4.0,3.0,,4.0,4.0,3.0,,3.0,,,5.0,,,,,,3.0,4.0,2.0,,,5.0,,,,1.0,,2.0,,,5.0,,5.0,5.0,,,,5.0,,,4.0,,2.0,,2.0,5.0,1.0,,4.0
120,,,3.0,,4.0,,1.0,5.0,4.0,1.0,3.0,5.0,4.0,2.0,,,4.0,,,2.0,4.0,,,,4.0,5.0,,5.0,3.0,,3.0,,,,,,5.0,,,,2.0,,,,2.0,,,3.0,5.0,3.0,1.0,,5.0,,,,,2.0,,5.0,1.0,,,,,,2.0,,,5.0,1.0,1.0,,,,,,,,,,,,,5.0,,1.0,3.0,3.0,,,1.0,2.0,3.0,4.0,,1.0,,5.0,
121,,3.0,,3.0,,,1.0,,,,,5.0,2.0,,3.0,1.0,,,3.0,2.0,3.0,4.0,,,,,,4.0,,2.0,3.0,,,2.0,,1.0,1.0,,,,,5.0,2.0,,,4.0,,,4.0,4.0,3.0,5.0,,3.0,,5.0,3.0,5.0,,,3.0,2.0,,5.0,,,1.0,3.0,4.0,1.0,,,1.0,2.0,4.0,5.0,1.0,,1.0,,5.0,5.0,,1.0,,3.0,1.0,4.0,,1.0,,3.0,,3.0,4.0,,5.0,4.0,5.0,3.0
122,,,,1.0,,5.0,,1.0,5.0,5.0,2.0,4.0,5.0,,2.0,4.0,,1.0,4.0,,,,,,5.0,4.0,5.0,5.0,,1.0,,3.0,2.0,,1.0,5.0,,1.0,,5.0,2.0,,4.0,,,1.0,,,,,5.0,1.0,,,4.0,2.0,,4.0,,,1.0,,2.0,,,2.0,,5.0,1.0,,2.0,3.0,,1.0,2.0,2.0,,,5.0,,4.0,,,5.0,,,2.0,5.0,1.0,,,2.0,3.0,,,,3.0,3.0,4.0,
123,,,4.0,,,4.0,,1.0,,,2.0,3.0,,1.0,1.0,,3.0,,,5.0,,1.0,,2.0,5.0,2.0,3.0,3.0,,4.0,,5.0,,,3.0,5.0,,,4.0,,2.0,3.0,5.0,4.0,,,,1.0,,3.0,2.0,3.0,,,,,3.0,,4.0,4.0,1.0,3.0,,,2.0,,,,,3.0,3.0,1.0,,,,,2.0,3.0,3.0,,,,,,,,3.0,,4.0,5.0,5.0,5.0,,,2.0,2.0,5.0,,5.0,1.0
124,,1.0,,4.0,,4.0,3.0,,3.0,,1.0,,3.0,,,4.0,3.0,,,,,5.0,,,5.0,1.0,,2.0,,4.0,2.0,1.0,,,,,,3.0,4.0,2.0,5.0,,,4.0,,,,,,,,,3.0,1.0,3.0,,,,1.0,4.0,4.0,,3.0,,4.0,5.0,,2.0,,3.0,1.0,,1.0,,3.0,,,5.0,,,,5.0,4.0,,,5.0,1.0,,1.0,,1.0,,4.0,,5.0,2.0,,1.0,2.0,2.0
125,5.0,,3.0,2.0,,,,,,,,5.0,3.0,,,5.0,5.0,2.0,5.0,2.0,,1.0,5.0,5.0,,,3.0,5.0,,4.0,,,,,,3.0,4.0,4.0,2.0,1.0,,5.0,,,,,,3.0,,,,,1.0,,,,,2.0,1.0,5.0,,2.0,,,2.0,,,,1.0,3.0,3.0,,1.0,5.0,2.0,,,,,,4.0,,5.0,1.0,,2.0,,,4.0,3.0,,,,1.0,1.0,,5.0,3.0,,
126,,4.0,4.0,,,4.0,4.0,2.0,1.0,,,1.0,5.0,,3.0,5.0,,1.0,,5.0,4.0,,,5.0,,,4.0,4.0,5.0,1.0,2.0,1.0,,2.0,,,,2.0,2.0,5.0,1.0,3.0,,,2.0,4.0,,2.0,5.0,1.0,,,,,5.0,5.0,4.0,4.0,,1.0,,,,,,,3.0,2.0,3.0,,3.0,,1.0,4.0,,,1.0,3.0,,4.0,,3.0,1.0,,3.0,,2.0,1.0,3.0,,3.0,2.0,,2.0,,,,,,1.0
127,,,5.0,,,5.0,,1.0,,2.0,,3.0,5.0,1.0,,2.0,1.0,4.0,,,,,5.0,,,,4.0,,,5.0,1.0,1.0,,,,4.0,,,2.0,,,,3.0,,4.0,,,,4.0,2.0,5.0,4.0,,,1.0,,1.0,4.0,1.0,4.0,1.0,5.0,4.0,,,1.0,,,1.0,2.0,,4.0,2.0,4.0,3.0,,1.0,,2.0,1.0,,4.0,,3.0,,5.0,,,2.0,5.0,,,3.0,3.0,1.0,,,4.0,2.0,
128,,,5.0,4.0,4.0,,3.0,3.0,,,2.0,,,,2.0,2.0,3.0,,2.0,,1.0,,,,,3.0,,3.0,,,,,5.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,5.0,,5.0,,,,3.0,,,5.0,5.0,1.0,,4.0,,,,,5.0,1.0,,,4.0,5.0,2.0,4.0,3.0,4.0,,2.0,2.0,,3.0,1.0,,,,3.0,,,,,,,2.0,,4.0,,,,3.0,1.0,1.0,,,,4.0
129,,4.0,5.0,,5.0,5.0,,5.0,,,,3.0,3.0,,4.0,,5.0,,3.0,,2.0,2.0,,,,1.0,4.0,1.0,,,4.0,1.0,,4.0,1.0,4.0,5.0,4.0,5.0,,3.0,,,,5.0,2.0,,3.0,,,5.0,,,1.0,,2.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,,1.0,5.0,3.0,2.0,,3.0,1.0,5.0,1.0,4.0,5.0,3.0,,4.0,,,,,,,5.0,1.0,2.0,,5.0,4.0,1.0,1.0,,,,,5.0,,3.0
130,,,5.0,1.0,,,,,3.0,4.0,,4.0,1.0,5.0,,,,3.0,1.0,2.0,1.0,2.0,4.0,,,,,,,,1.0,1.0,5.0,,1.0,3.0,,,1.0,5.0,,4.0,2.0,,5.0,,,,3.0,1.0,,4.0,,,5.0,,4.0,1.0,2.0,,,,1.0,,5.0,4.0,,3.0,1.0,,,,,5.0,,,,4.0,5.0,,,,,,4.0,,5.0,3.0,,3.0,5.0,,4.0,2.0,,3.0,,4.0,,5.0
131,3.0,1.0,,1.0,,5.0,,4.0,,,,,,3.0,,2.0,2.0,1.0,5.0,,,,3.0,,5.0,4.0,,,5.0,,,5.0,2.0,1.0,,,3.0,,2.0,,,,,3.0,4.0,2.0,2.0,,,,5.0,2.0,4.0,,4.0,4.0,5.0,3.0,,,4.0,4.0,,3.0,,,,2.0,,2.0,1.0,,,,4.0,5.0,1.0,1.0,,3.0,,3.0,,,4.0,,,,,2.0,2.0,3.0,3.0,,4.0,5.0,5.0,,3.0,5.0
132,3.0,,2.0,,3.0,,,,2.0,,5.0,3.0,4.0,3.0,2.0,3.0,,,4.0,,,3.0,,,1.0,4.0,,,2.0,,,,,3.0,,,,,,,,,2.0,,1.0,,1.0,,,1.0,2.0,2.0,5.0,1.0,4.0,1.0,,4.0,3.0,,2.0,4.0,,,1.0,3.0,4.0,,4.0,2.0,,,,1.0,2.0,2.0,4.0,,,3.0,,4.0,3.0,,,,,2.0,3.0,1.0,,2.0,,1.0,1.0,,4.0,1.0,1.0,
133,,1.0,,2.0,5.0,,,,,4.0,2.0,,,1.0,2.0,,,1.0,5.0,,4.0,,,1.0,,,,,4.0,3.0,1.0,,2.0,5.0,5.0,,3.0,1.0,,4.0,3.0,3.0,5.0,3.0,,,2.0,3.0,,,,,,,3.0,4.0,2.0,,,,2.0,,,4.0,,4.0,,,4.0,3.0,1.0,5.0,1.0,3.0,,1.0,,2.0,2.0,5.0,2.0,,,4.0,,,3.0,,,,,,,2.0,1.0,5.0,,1.0,2.0,2.0
134,,,4.0,3.0,1.0,,1.0,,5.0,1.0,1.0,,,2.0,,2.0,,3.0,4.0,,4.0,,,3.0,,,,5.0,,,,,1.0,4.0,3.0,,2.0,,1.0,2.0,1.0,4.0,1.0,,4.0,,,,2.0,,,,1.0,,2.0,,1.0,1.0,,,,1.0,2.0,,,,5.0,1.0,2.0,4.0,,,4.0,,,4.0,4.0,4.0,,2.0,1.0,5.0,1.0,4.0,,,,,,1.0,,1.0,,3.0,5.0,,1.0,3.0,,4.0
135,,,4.0,1.0,,3.0,2.0,3.0,1.0,,5.0,,,,3.0,,1.0,1.0,5.0,,4.0,,4.0,,,,,,,3.0,4.0,5.0,1.0,,2.0,,5.0,3.0,,4.0,1.0,3.0,,,1.0,1.0,2.0,2.0,1.0,,,,,1.0,,3.0,,,2.0,4.0,,,,1.0,,,,,4.0,,5.0,,3.0,,,,,5.0,3.0,2.0,2.0,,,5.0,4.0,,,,5.0,,,,,,4.0,,2.0,,,
136,5.0,1.0,,3.0,,3.0,,3.0,,5.0,,,5.0,3.0,,,4.0,,5.0,,1.0,1.0,,2.0,2.0,3.0,1.0,,,,,1.0,3.0,4.0,,2.0,,4.0,,4.0,,2.0,3.0,,3.0,5.0,3.0,4.0,3.0,4.0,5.0,,1.0,,3.0,3.0,5.0,5.0,,,,,,,,1.0,,,3.0,2.0,,,,3.0,,,,2.0,5.0,3.0,,2.0,1.0,,,3.0,,2.0,,2.0,,4.0,5.0,3.0,,5.0,,,,
137,3.0,,5.0,,,,,4.0,,1.0,5.0,,1.0,5.0,5.0,1.0,,5.0,,,1.0,,,2.0,,2.0,4.0,3.0,1.0,,3.0,,,1.0,,,4.0,,4.0,4.0,3.0,4.0,,,,1.0,,,,,4.0,5.0,3.0,2.0,5.0,2.0,5.0,3.0,,,,2.0,,,2.0,,3.0,4.0,,1.0,,,5.0,4.0,5.0,,3.0,4.0,,,5.0,2.0,,,,5.0,,,1.0,1.0,5.0,,2.0,4.0,,,3.0,2.0,,5.0
138,,1.0,,,,5.0,,,3.0,3.0,,2.0,5.0,,,1.0,4.0,2.0,3.0,4.0,,1.0,3.0,1.0,,3.0,2.0,1.0,4.0,3.0,,,,4.0,1.0,5.0,1.0,3.0,5.0,4.0,,,1.0,,2.0,2.0,2.0,,,,4.0,4.0,2.0,,,5.0,,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,,2.0,1.0,2.0,,,,4.0,,2.0,,2.0,2.0,3.0,5.0,3.0,,5.0,2.0,5.0,5.0,,1.0,,,4.0,2.0,3.0,,,1.0,,1.0,,
139,,,4.0,3.0,2.0,5.0,,,,2.0,3.0,,1.0,1.0,,3.0,,,3.0,,,3.0,5.0,2.0,,,,,,,2.0,,3.0,,1.0,,,,2.0,,,2.0,,3.0,,4.0,1.0,2.0,,,3.0,4.0,,,5.0,5.0,1.0,,,,,4.0,,1.0,4.0,2.0,4.0,,3.0,1.0,,,,,5.0,,,2.0,,,,4.0,,4.0,1.0,,1.0,,,,3.0,,,4.0,5.0,,5.0,3.0,3.0,
140,1.0,,3.0,,,,,2.0,5.0,5.0,,5.0,,,,5.0,,2.0,,,,,,3.0,,5.0,,2.0,1.0,,,3.0,3.0,,1.0,,,,4.0,,4.0,,,,,1.0,1.0,5.0,2.0,4.0,,,1.0,4.0,,4.0,,2.0,2.0,,,,,,,,,4.0,5.0,,2.0,,,,1.0,,,5.0,,2.0,,1.0,,1.0,,,,,1.0,4.0,4.0,,,,,4.0,5.0,,,1.0
141,,,,3.0,,1.0,1.0,3.0,3.0,3.0,,3.0,,,,,,5.0,,,3.0,,5.0,,1.0,1.0,,2.0,,5.0,,2.0,,,,,4.0,,4.0,,1.0,,4.0,4.0,,,1.0,2.0,,2.0,1.0,,,3.0,,,,4.0,,,1.0,1.0,5.0,,,3.0,,,,,4.0,5.0,,,,,2.0,1.0,,3.0,,3.0,3.0,5.0,,1.0,,3.0,1.0,2.0,4.0,5.0,,,,1.0,5.0,,3.0,
142,,,1.0,2.0,1.0,1.0,2.0,,,,,5.0,,,,,4.0,,5.0,5.0,4.0,,,2.0,,4.0,4.0,,,3.0,5.0,1.0,,,,1.0,3.0,,3.0,,3.0,,4.0,2.0,3.0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,4.0,,3.0,2.0,4.0,2.0,4.0,,2.0,,3.0,,3.0,2.0,5.0,1.0,3.0,5.0,,,,,,,,1.0,,2.0,,,,3.0,,4.0,2.0,,1.0,2.0,,4.0,4.0,,,,5.0,,2.0,3.0
143,,,3.0,3.0,3.0,,,4.0,,,5.0,,2.0,,3.0,1.0,3.0,,,,1.0,5.0,,,,1.0,2.0,,,3.0,3.0,,,4.0,1.0,,,4.0,2.0,,1.0,1.0,,5.0,,2.0,1.0,4.0,,2.0,,,4.0,2.0,,1.0,4.0,5.0,2.0,,2.0,1.0,5.0,1.0,5.0,,,1.0,5.0,,,5.0,5.0,4.0,,5.0,1.0,,3.0,4.0,3.0,,,1.0,,,2.0,1.0,,,4.0,,,,2.0,,,2.0,2.0,
144,,,5.0,,,1.0,,4.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,,,,,3.0,4.0,3.0,,,4.0,,,2.0,4.0,3.0,,,,,5.0,4.0,1.0,2.0,,4.0,4.0,5.0,,3.0,,,5.0,,,,,,,,1.0,2.0,,4.0,,3.0,,,,,5.0,3.0,2.0,,,3.0,2.0,1.0,1.0,,,3.0,5.0,5.0,,,2.0,4.0,1.0,4.0,,4.0,,2.0,3.0,,,3.0,,5.0,5.0,,5.0,,2.0
145,4.0,1.0,,,,3.0,,,2.0,1.0,1.0,,,2.0,4.0,1.0,,4.0,2.0,5.0,,4.0,,2.0,1.0,,5.0,,5.0,,,4.0,3.0,3.0,4.0,4.0,,,2.0,,5.0,3.0,,3.0,,3.0,1.0,4.0,4.0,3.0,,,,5.0,2.0,,,3.0,,,2.0,,,,,4.0,3.0,2.0,,3.0,,,,4.0,,,,,,2.0,4.0,5.0,4.0,3.0,,,,,4.0,2.0,,5.0,,,,,,,1.0,
146,,4.0,,3.0,,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,3.0,,3.0,,3.0,,1.0,,,,,3.0,5.0,5.0,,,4.0,5.0,4.0,,,3.0,,3.0,2.0,1.0,,4.0,,3.0,4.0,,,5.0,,4.0,,,3.0,3.0,5.0,4.0,,,,,3.0,3.0,2.0,1.0,4.0,2.0,,,,2.0,5.0,3.0,,5.0,2.0,5.0,,,,,2.0,,,,3.0,2.0,3.0,5.0,,,4.0,3.0,,4.0,,,4.0,4.0,1.0
147,3.0,3.0,3.0,3.0,,,,,,,1.0,,,,1.0,1.0,,,,4.0,,,5.0,1.0,,4.0,,,3.0,5.0,1.0,,5.0,,5.0,4.0,,,,,3.0,4.0,3.0,,4.0,1.0,,,3.0,,1.0,,2.0,,1.0,3.0,2.0,1.0,,1.0,4.0,,,5.0,,2.0,,,1.0,,,,,3.0,1.0,,5.0,1.0,,5.0,,,2.0,3.0,4.0,3.0,5.0,3.0,2.0,,,4.0,1.0,,3.0,,2.0,,,5.0
148,2.0,4.0,4.0,,,1.0,,5.0,5.0,,,,2.0,,,,1.0,2.0,,4.0,4.0,5.0,1.0,,,,,4.0,5.0,,,,1.0,,,,,,,,,4.0,,4.0,3.0,1.0,1.0,2.0,,,2.0,3.0,,,1.0,2.0,,4.0,,,,2.0,5.0,,,,2.0,,2.0,5.0,2.0,5.0,2.0,3.0,3.0,,,5.0,4.0,2.0,,3.0,,2.0,2.0,,1.0,3.0,4.0,,,4.0,,2.0,,1.0,,,2.0,
149,2.0,,5.0,,2.0,,2.0,,,,,,,2.0,,4.0,4.0,5.0,,,2.0,3.0,,,5.0,2.0,1.0,5.0,3.0,4.0,,,,,5.0,5.0,,5.0,,4.0,,4.0,5.0,,5.0,,4.0,,,,,,1.0,2.0,3.0,1.0,,5.0,,,,2.0,,,2.0,,,,3.0,,5.0,3.0,,,,,3.0,4.0,1.0,,1.0,,5.0,,,,5.0,,,,3.0,3.0,,3.0,,2.0,1.0,,5.0,2.0
150,,,,4.0,2.0,4.0,5.0,4.0,,,,1.0,2.0,,2.0,3.0,5.0,3.0,1.0,2.0,5.0,,,,3.0,,5.0,,4.0,2.0,,2.0,,,3.0,,,,,2.0,3.0,5.0,,2.0,,3.0,,2.0,,3.0,,,,4.0,,1.0,1.0,5.0,,,,4.0,,,,,,,,5.0,,,,3.0,4.0,3.0,5.0,,3.0,,5.0,,1.0,1.0,4.0,,2.0,,1.0,,,,,,1.0,3.0,5.0,5.0,5.0,
151,,2.0,1.0,,5.0,,1.0,5.0,,,5.0,,2.0,,4.0,3.0,4.0,,4.0,,2.0,,,,4.0,,,1.0,3.0,3.0,,3.0,,3.0,1.0,1.0,3.0,,,,,,,,4.0,,2.0,,,3.0,,,,,,5.0,1.0,,,,,,,,,,,1.0,3.0,4.0,,,5.0,1.0,,,2.0,3.0,,2.0,4.0,5.0,4.0,1.0,,,,3.0,1.0,,,,,4.0,,2.0,,2.0,,
152,5.0,,3.0,,2.0,3.0,,,4.0,3.0,1.0,,,,3.0,5.0,2.0,4.0,,4.0,5.0,,,,3.0,,5.0,5.0,,,3.0,,,,,1.0,,2.0,5.0,1.0,,,3.0,,,,,1.0,5.0,,1.0,5.0,3.0,,2.0,4.0,,,5.0,4.0,,1.0,5.0,,2.0,4.0,3.0,,4.0,,,,,3.0,1.0,,5.0,3.0,5.0,4.0,,,,4.0,,1.0,,,3.0,5.0,,,,,3.0,2.0,,4.0,,2.0
153,1.0,,,2.0,4.0,3.0,4.0,4.0,,3.0,,3.0,1.0,1.0,3.0,1.0,1.0,,1.0,3.0,,1.0,,,1.0,,2.0,,4.0,2.0,,2.0,,,,,,4.0,2.0,4.0,,,4.0,4.0,,,,,,,4.0,1.0,2.0,,5.0,,5.0,4.0,2.0,3.0,,4.0,,,,,5.0,,,2.0,,,,,,2.0,1.0,2.0,1.0,2.0,,,1.0,,,,3.0,,,2.0,1.0,,1.0,,1.0,4.0,,,,
154,4.0,5.0,2.0,2.0,5.0,,,3.0,,2.0,,3.0,,,1.0,,,1.0,2.0,,,,,,1.0,1.0,2.0,1.0,,,,2.0,5.0,5.0,,,5.0,3.0,5.0,,1.0,,5.0,,,,,,,,3.0,4.0,,,,3.0,,,,,,2.0,2.0,,,1.0,,2.0,1.0,,,4.0,,,,,5.0,2.0,,,,,3.0,,2.0,4.0,,,,5.0,,5.0,,3.0,4.0,5.0,1.0,,,5.0
155,,,2.0,,3.0,,,,,,,2.0,,4.0,,,1.0,,1.0,,,,3.0,4.0,3.0,,5.0,,4.0,1.0,5.0,4.0,,5.0,5.0,5.0,3.0,,5.0,5.0,,1.0,2.0,,2.0,,,,1.0,4.0,2.0,4.0,3.0,,2.0,1.0,,,1.0,,1.0,4.0,,1.0,,1.0,2.0,,,3.0,1.0,5.0,,,2.0,,5.0,,5.0,,,,5.0,5.0,,2.0,5.0,5.0,,4.0,,,,,4.0,,,4.0,,
156,1.0,5.0,,,3.0,,5.0,2.0,,,3.0,3.0,3.0,,,,,5.0,,4.0,1.0,,4.0,4.0,1.0,,3.0,,,4.0,5.0,1.0,,,,,4.0,4.0,4.0,,5.0,,3.0,,,,5.0,3.0,2.0,3.0,1.0,,3.0,,,,3.0,,,,5.0,,,4.0,3.0,5.0,1.0,,1.0,4.0,5.0,2.0,,2.0,,5.0,5.0,4.0,,2.0,,5.0,3.0,5.0,1.0,5.0,3.0,,,5.0,,5.0,1.0,,,3.0,,,1.0,1.0
157,5.0,4.0,,,2.0,2.0,1.0,1.0,,,,,2.0,,1.0,3.0,,2.0,3.0,4.0,,2.0,5.0,,,2.0,3.0,,,,,1.0,,,5.0,4.0,,,4.0,5.0,,,,1.0,2.0,,5.0,,,1.0,5.0,4.0,,,2.0,,2.0,,,4.0,,2.0,5.0,1.0,2.0,,3.0,,,,4.0,,4.0,,3.0,,3.0,1.0,,,,2.0,2.0,,,3.0,5.0,,,4.0,4.0,4.0,,,,,,4.0,,
158,5.0,3.0,,3.0,,5.0,,4.0,1.0,1.0,,4.0,,2.0,1.0,,2.0,,,2.0,3.0,5.0,2.0,3.0,2.0,,5.0,,1.0,,,3.0,,,,,1.0,3.0,,3.0,1.0,,3.0,,2.0,1.0,,1.0,1.0,,,,3.0,,3.0,3.0,,2.0,1.0,1.0,,,,3.0,5.0,4.0,4.0,3.0,,4.0,,,,3.0,,,,1.0,,2.0,,,1.0,,4.0,5.0,2.0,,,4.0,4.0,1.0,,,4.0,,2.0,,,4.0
159,,,,4.0,1.0,,,2.0,,,4.0,,4.0,,5.0,1.0,,,4.0,4.0,,,,,1.0,2.0,,5.0,,3.0,2.0,4.0,2.0,5.0,,5.0,,,,,2.0,,,5.0,5.0,,,,,,5.0,1.0,,,,,,,4.0,1.0,2.0,,,1.0,3.0,2.0,,4.0,,2.0,4.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,2.0,3.0,3.0,,2.0,,,,,,1.0,5.0,1.0,,4.0,,,,2.0,,4.0,
160,,4.0,,,3.0,,,5.0,,,,3.0,,,,2.0,,3.0,3.0,5.0,,,,,,,3.0,4.0,1.0,,,,,5.0,,4.0,3.0,3.0,,,1.0,4.0,2.0,,,,,2.0,,2.0,,4.0,5.0,,1.0,,5.0,,,,5.0,1.0,3.0,,,1.0,,,,1.0,,3.0,1.0,,4.0,3.0,,,,,,,2.0,5.0,,,3.0,,,,2.0,1.0,2.0,1.0,,,,,,
161,5.0,,5.0,,4.0,,,3.0,2.0,,3.0,1.0,1.0,1.0,4.0,3.0,,,2.0,3.0,,4.0,3.0,3.0,4.0,,,3.0,,3.0,,1.0,,,,,,5.0,2.0,,,2.0,5.0,,,,,1.0,5.0,,,5.0,,,,4.0,3.0,,,3.0,,1.0,,,,2.0,,4.0,2.0,5.0,,,,,5.0,3.0,,,,5.0,5.0,,3.0,5.0,1.0,,2.0,4.0,,2.0,3.0,2.0,4.0,,2.0,,,5.0,,
